48,52,70,4,16,14,71,72,10,61,18,93,39,45,78,0,71,10,41,92,83,58,77,45,65,95,13,49,53,4,93,83,48,50,92,17,57,73,12,38,60,88,50,38,97,91,76,27,96,97,45,13,41,70,74,29,70,86,71,93,63,20,62,29,34,67,98,65,95,50,69,32,11,35,48,57,66,41,74,84,28,84,80,52,2,14,67,19,75,16,28,25,83,69,29,75,3,81,10,86,73,86,74,56,23,78,79,28,66,92,38,95,97,31,55,1,25,62,78,87,82,91,70,64,75,54,60,77,96,29,17,68,18,17,51,37,42,55,13,58,25,33,70,15,15,32,5,93,61,66,49,57,35,78,31,21,18,6,50,41,53,9,22,21,33,36,21,75,53,99,82,98,0,66,44,90,61,62,95,68,32,91,94,38,54,28,91,82,37,80,44,4,89,19,51,94,16,95,53,0,6,67,77,86,42,10,53,70,97,77,64,93,74,15,45,33,8,5,79,55,57,22,25,38,63,43,1,67,53,64,61,75,58,70,7,92,10,78,30,8,76,43,39,66,47,53,13,39,79,54,96,14,67,91,79
50,72,37,94,55,55,12,0,59,53,94,30,74,90,34,41,0,64,51,16,22,83,19,18,79,85,85,93,99,46,54,29,6,9,72,48,33,12,65,10,61,90,31,45,61,30,58,56,36,31,42,0,24,22,73,43,84,13,73,87,46,35,30,55,17,60,84,85,14,53,26,88,7,7,1,50,3,58,40,59,90,55,54,99,47,77,36,22,77,73,29,46,51,39,50,66,84,80,61,16,51,44,17,94,65,96,73,48,35,21,48,6,36,4,20,90,36,46,45,4,98,32,70,52,82,83,26,54,17,65,36,65,83,51,37,90,51,35,86,48,48,60,50,13,16,7,64,21,18,36,71,11,23,81,72,48,47,21,16,83,2,4,57,16,62,3,57,5,25,18,95,59,56,1,71,66,28,8,44,99,86,17,83,60,79,82,18,65,26,72,34,45,59,22,38,10,20,85,50,41,14,9,47,61,3,78,50,11,48,13,60,82,89,77,64,52,37,4,52,22,80,78,38,58,74,76,69,9,13,47,23,85,28,87,40,18,70,78,57,11,0,65,68,31,36,15,65,25,85,42,36,27,68,75,41
52,78,48,37,55,25,30,34,70,73,85,65,74,44,69,16,21,0,40,33,55,69,70,16,96,0,9,14,92,43,6,22,8,3,38,98,61,52,71,59,94,82,64,43,20,65,80,28,3,59,51,23,16,3,23,0,15,99,77,35,39,58,51,73,6,9,28,82,91,34,96,27,60,19,92,57,26,40,10,7,29,94,80,95,87,81,57,69,96,56,76,75,96,45,46,58,2,11,6,63,99,67,22,31,95,51,0,83,24,9,67,82,7,93,47,35,89,26,94,68,90,49,19,73,87,20,20,24,61,15,10,92,67,66,61,76,54,4,48,62,49,98,89,86,49,98,91,28,22,57,5,79,47,54,50,39,68,17,97,69,46,68,1,21,58,32,61,25,54,23,47,61,36,49,21,70,37,85,27,17,13,57,22,9,26,23,43,38,14,95,14,80,17,49,99,84,51,72,78,30,56,56,39,69,6,81,47,62,44,33,36,56,93,25,1,12,86,96,19,57,64,17,78,35,67,48,73,88,38,28,63,14,16,80,33,63,57,84,7,16,22,31,29,26,64,27,44,86,36,58,96,41,18,2,72
112,66,94,70,8,16,10,6,87,54,2,39,76,8,26,15,65,88,0,30,24,28,62,13,83,2,66,86,32,47,97,54,27,44,96,69,17,59,63,63,56,52,63,30,34,53,80,44,36,25,30,0,81,84,34,46,0,92,94,47,0,43,29,23,0,37,41,56,39,16,73,38,37,26,42,23,76,90,80,68,28,74,80,41,85,18,28,63,61,27,62,18,1,4,53,18,10,26,71,72,23,15,49,34,31,79,99,46,79,33,84,95,5,77,7,47,19,84,81,82,12,76,24,77,44,73,3,46,77,52,98,47,68,31,32,62,4,93,52,25,63,19,88,86,21,11,63,32,16,27,11,78,0,4,78,47,59,37,8,15,9,61,93,99,62,5,64,70,79,12,23,98,78,75,80,43,19,68,35,13,89,48,43,29,69,18,18,34,73,27,83,91,55,6,15,29,26,36,0,63,37,18,1,85,77,23,72,65,53,38,52,49,55,61,32,64,11,52,6,83,12,87,20,48,9,57,83,65,52,70,25,36,60,7,93,20,49,88,7,80,6,55,93,41,36,70,82,26,4,7,30,94,96,9,72
56,53,18,52,24,62,17,74,41,10,63,35,45,66,88,16,18,40,33,0,15,99,44,35,31,99,32,37,76,43,72,60,56,21,76,92,25,96,44,39,72,98,59,51,99,30,30,22,85,2,82,68,27,55,55,92,15,3,35,13,36,58,23,81,9,39,91,73,72,79,17,82,68,57,90,59,30,73,57,7,5,77,34,81,41,86,86,22,65,60,1,77,38,30,4,53,14,50,22,5,73,39,44,59,50,22,28,39,13,8,57,4,39,8,50,77,13,13,55,48,65,19,61,73,24,7,77,32,92,8,67,42,34,32,59,2,30,98,61,99,44,14,4,81,19,37,75,85,11,5,94,92,86,82,1,69,11,45,2,20,53,20,52,25,48,72,14,69,1,58,66,4,17,28,78,61,5,65,0,38,27,85,66,86,1,86,64,23,38,97,9,31,86,53,18,50,45,92,2,24,52,33,39,15,34,35,62,23,97,50,81,62,87,89,81,2,55,28,15,89,65,8,38,96,61,62,22,24,15,97,90,32,54,20,13,54,80,86,30,70,52,13,99,97,14,93,91,31,55,94,11,31,87,72,76
58,88,41,41,44,93,89,93,27,77,10,18,76,61,26,56,23,23,68,35,0,68,47,50,60,71,37,85,49,13,19,3,76,1,26,41,74,98,75,6,92,98,86,48,32,45,24,40,4,73,38,31,61,74,59,52,87,78,52,45,82,4,99,51,39,73,55,51,63,4,29,39,30,82,46,42,61,5,51,14,82,45,72,11,77,93,69,13,41,45,17,59,71,20,45,25,69,90,79,71,12,11,44,36,52,38,79,51,94,37,38,76,91,56,65,15,86,17,71,41,30,76,44,62,11,13,20,62,25,45,85,54,0,88,23,58,47,41,7,60,24,54,61,55,82,4,14,65,3,85,66,83,29,92,4,41,17,67,61,69,59,78,17,45,57,93,9,29,36,37,6,42,55,29,13,69,27,52,52,69,61,10,72,62,98,48,68,93,98,28,60,31,52,99,35,12,56,51,63,49,17,60,70,97,0,2,62,11,84,79,99,41,33,56,63,1,20,28,79,30,50,32,0,68,34,72,61,2,17,33,33,67,91,79,64,48,62,89,53,33,78,41,74,83,29,72,31,53,20,68,79,88,35,96,28
84,3,98,62,84,57,38,59,86,75,70,31,3,41,49,23,45,95,21,30,11,0,78,77,91,44,2,48,50,19,92,73,52,77,14,87,82,93,67,13,72,45,71,52,0,93,68,59,8,46,4,52,65,31,57,31,89,32,19,27,31,44,11,14,27,1,62,51,20,35,31,14,70,28,24,7,61,33,44,13,47,67,10,5,42,17,59,59,83,69,61,31,81,71,67,53,97,75,46,13,81,91,46,45,68,71,46,23,22,86,61,91,39,69,66,78,88,45,3,47,35,46,17,76,60,12,10,81,79,32,64,79,53,40,41,62,54,97,38,34,81,59,78,43,78,54,23,66,7,93,57,48,59,46,55,82,17,95,6,10,81,77,37,49,66,9,81,88,90,63,0,14,14,53,38,57,19,68,31,57,91,30,94,43,98,34,8,0,98,40,12,29,36,54,5,70,82,35,86,86,23,70,39,31,38,38,54,66,47,18,38,92,83,15,99,67,13,7,1,72,48,43,99,8,64,41,45,78,60,42,17,50,55,45,35,18,60,57,84,23,50,41,54,36,97,56,70,11,48,69,14,73,98,98,77
204,46,7,88,8,47,74,96,7,63,79,31,5,34,77,46,51,46,73,42,96,79,0,28,3,92,74,72,56,6,47,16,5,99,80,62,28,8,50,85,27,13,28,85,1,11,17,59,15,44,80,26,70,48,79,86,34,8,14,93,15,49,99,77,23,44,63,21,73,34,64,75,11,16,39,30,74,75,53,37,70,47,14,87,1,92,44,67,96,68,4,91,63,95,43,91,85,33,26,9,65,39,77,74,73,58,19,33,69,17,54,67,83,1,9,10,44,21,28,19,2,9,93,65,83,95,63,70,11,85,12,65,89,56,96,89,69,25,46,93,63,92,27,42,90,76,32,16,7,77,38,33,6,95,26,44,49,92,61,17,49,14,76,21,64,91,71,10,7,57,25,44,89,14,64,93,66,26,70,90,57,51,93,49,43,84,78,78,54,0,95,81,48,56,93,35,68,40,63,95,9,53,96,8,45,76,64,17,3,38,19,69,89,63,35,8,63,73,13,19,71,59,48,6,54,30,53,83,44,99,3,5,78,4,11,80,66,45,67,87,14,57,92,3,14,65,47,91,4,70,13,17,4,30,79
60,45,17,59,81,10,49,79,22,80,42,81,98,67,32,97,57,13,83,79,76,59,33,0,12,14,41,69,55,43,92,4,9,84,61,77,1,48,0,17,8,65,88,41,80,77,69,20,63,52,41,93,61,3,18,49,95,62,78,34,0,23,11,53,9,36,76,53,21,77,65,27,19,79,68,96,47,17,67,4,64,28,43,33,80,75,4,74,92,17,78,48,11,89,72,59,32,19,67,32,77,32,9,73,86,37,22,47,48,89,14,92,45,38,13,71,63,97,20,12,69,5,13,85,45,17,34,88,60,78,63,61,16,97,85,8,85,48,99,59,83,27,73,73,24,32,57,89,59,14,57,0,98,4,47,76,3,53,47,79,82,45,24,55,1,73,94,13,29,64,9,47,30,70,85,74,2,45,77,87,40,78,37,46,63,86,7,89,33,3,42,26,94,54,79,78,8,88,73,5,94,67,88,11,36,61,36,17,55,6,70,20,98,23,11,47,93,58,95,20,74,22,35,26,68,27,6,34,48,52,12,70,67,53,29,62,79,94,80,94,6,89,45,8,89,28,95,10,27,69,49,87,52,62,29
64,96,54,13,34,44,64,29,6,87,23,94,64,41,34,64,32,59,69,84,44,30,13,78,0,17,26,48,97,76,4,35,45,16,92,71,28,97,83,69,66,15,23,4,31,12,26,18,56,3,31,34,37,53,16,30,92,40,49,14,45,32,0,73,97,33,70,47,28,94,98,57,14,56,90,44,68,73,90,13,55,30,40,84,44,9,5,64,58,22,93,27,2,53,44,67,8,51,19,31,60,94,90,36,14,85,36,37,28,35,97,87,8,72,44,99,80,28,80,97,42,89,13,58,8,20,47,86,98,6,96,75,8,40,91,41,55,71,75,13,18,38,55,4,82,83,30,55,46,2,0,26,95,83,47,65,89,41,49,68,24,11,27,99,6,74,58,56,86,62,47,69,11,51,57,84,16,5,31,87,13,16,27,41,91,35,28,52,93,51,76,18,9,75,54,87,82,68,30,68,68,9,58,82,1,51,37,48,34,91,10,15,22,18,89,61,83,52,53,55,75,11,46,7,81,92,47,31,36,81,88,59,76,34,70,2,81,22,85,14,22,12,13,7,69,78,7,77,75,4,10,79,51,5,11
68,25,6,66,75,78,92,20,90,18,35,9,84,94,94,34,16,50,72,24,57,9,57,1,21,0,19,28,90,53,97,9,21,50,70,36,58,43,95,18,35,37,21,22,11,98,12,11,13,76,70,55,4,32,11,28,60,31,97,44,55,29,85,18,6,84,47,67,17,99,49,10,43,65,8,14,40,59,10,92,97,6,97,33,59,99,12,83,72,27,71,58,27,78,64,40,47,60,40,48,27,76,10,25,49,62,13,9,5,6,67,97,38,67,15,62,9,7,75,76,79,20,66,49,26,34,85,54,95,3,43,91,38,31,37,45,3,55,86,30,70,49,13,71,48,10,67,66,68,57,47,85,50,39,49,97,61,35,97,32,2,4,83,34,74,2,89,34,9,34,35,35,66,24,64,59,91,6,30,33,1,32,46,86,56,90,26,69,58,98,37,39,57,80,10,67,33,50,76,33,61,36,43,49,84,78,84,53,28,4,99,40,22,74,9,84,9,33,6,80,47,20,79,65,30,80,43,53,20,40,62,45,76,18,1,70,86,57,21,96,74,46,93,53,61,76,43,56,62,52,36,14,15,68,30
535,43,31,83,6,20,41,82,64,25,60,40,11,19,24,82,46,55,43,64,3,15,13,25,80,65,0,17,85,96,48,1,85,8,60,86,90,40,36,65,9,94,72,14,11,73,93,52,82,94,93,25,88,23,12,80,32,58,38,74,23,42,14,17,96,43,25,58,49,37,94,31,42,68,96,87,93,36,71,82,2,96,60,84,66,94,69,78,23,55,30,95,36,81,12,86,85,38,90,39,97,25,9,82,23,21,89,91,63,87,76,40,3,86,82,94,47,41,84,71,87,82,82,69,50,35,60,81,73,45,2,5,64,63,79,13,40,62,31,8,15,51,96,83,76,84,68,79,31,47,73,26,68,82,79,19,41,18,87,94,88,22,94,92,64,62,90,97,19,70,16,40,42,26,8,36,94,11,71,43,91,45,67,11,71,19,86,78,28,49,13,85,60,99,28,67,41,40,14,29,26,61,90,36,68,45,1,13,32,69,68,71,70,73,25,9,5,33,23,90,99,93,96,59,74,4,25,61,30,39,37,96,55,58,26,50,93,87,13,31,53,14,11,4,12,87,83,74,92,28,87,61,76,26,31
